time,chlorophyll
20190424T02:15:00Z,1.4
20190424T02:30:00Z,1
20190424T02:45:00Z,1.4
20190424T03:00:00Z,1.2
20190424T03:15:00Z,1.1
20190424T03:30:00Z,1.2
20190424T03:45:00Z,1.3
20190424T04:00:00Z,1.5
20190424T04:15:00Z,1.5
20190424T04:30:00Z,0.7
20190424T04:45:00Z,1
20190424T05:00:00Z,1.1
20190424T05:15:00Z,0.7
20190424T05:30:00Z,1.2
20190424T05:45:00Z,1
20190424T06:00:00Z,0.6
20190424T06:15:00Z,0.8
20190424T06:30:00Z,0.9
20190424T06:45:00Z,1.1
20190424T07:00:00Z,0.7
20190424T07:15:00Z,0.6
20190424T07:30:00Z,0.9
20190424T07:45:00Z,0.8
20190424T08:00:00Z,0.9
20190424T08:15:00Z,0.6
20190424T08:30:00Z,0.9
20190424T08:45:00Z,0.7
20190424T09:00:00Z,0.4
20190424T09:15:00Z,0.5
20190424T09:30:00Z,0.9
20190424T09:45:00Z,0.4
20190424T10:00:00Z,0.5
20190424T10:15:00Z,0.5
20190424T10:30:00Z,0.8
20190424T10:45:00Z,0.7
20190424T11:00:00Z,0.7
20190424T11:15:00Z,1.2
20190424T11:30:00Z,1.9
20190424T11:45:00Z,1.4
20190424T12:00:00Z,0.7
20190424T12:15:00Z,1.2
20190424T12:30:00Z,1.1
20190424T12:45:00Z,1.1
20190424T13:00:00Z,1
20190424T13:15:00Z,1.2
20190424T13:30:00Z,1
20190424T13:45:00Z,1.1
20190424T14:00:00Z,1.3
20190424T14:15:00Z,1.4
20190424T14:30:00Z,1.7
20190424T14:45:00Z,1.4
20190424T15:00:00Z,1.5
20190424T15:15:00Z,1.7
20190424T15:30:00Z,2
20190424T15:45:00Z,1.9
20190424T16:00:00Z,1.6
20190424T16:15:00Z,1.8
20190424T16:30:00Z,1.6
20190424T16:45:00Z,2
20190424T17:00:00Z,1.4
20190424T17:15:00Z,1.5
20190424T17:30:00Z,1.2
20190424T17:45:00Z,1
20190424T18:00:00Z,0.6
20190424T18:15:00Z,1
20190424T18:30:00Z,1.2
20190424T18:45:00Z,1.2
20190424T19:00:00Z,1.1
20190424T19:15:00Z,1
20190424T19:30:00Z,1
20190424T19:45:00Z,1.4
20190424T20:00:00Z,1.2
20190424T20:15:00Z,1.8
20190424T20:30:00Z,1.2
20190424T20:45:00Z,1.5
20190424T21:00:00Z,1.5
20190424T21:15:00Z,1.5
20190424T21:30:00Z,1.5
20190424T21:45:00Z,1.1
20190424T22:00:00Z,1.3
20190424T22:15:00Z,0.7
20190424T22:30:00Z,1.4
20190424T22:45:00Z,1.4
20190424T23:00:00Z,1.1
20190424T23:15:00Z,1.1
20190424T23:30:00Z,1.2
20190424T23:45:00Z,0.8
20190425T01:00:00Z,0.1
20190425T01:15:00Z,0.7
20190425T01:30:00Z,0.9
20190425T01:45:00Z,0.8
20190425T02:00:00Z,0.5
20190425T02:15:00Z,0.9
20190425T02:30:00Z,1.2
20190425T02:45:00Z,1.3
20190425T03:00:00Z,1.5
20190425T03:15:00Z,1.4
20190425T03:30:00Z,1.5
20190425T03:45:00Z,1.5
20190425T04:00:00Z,1.6
20190425T04:15:00Z,1.3
20190425T04:30:00Z,1
20190425T04:45:00Z,1
20190425T05:00:00Z,0.4
20190425T05:15:00Z,0.8
20190425T05:30:00Z,0.6
20190425T05:45:00Z,0.8
20190425T06:00:00Z,1
20190425T06:15:00Z,1.1
20190425T06:30:00Z,0.9
20190425T06:45:00Z,1.2
20190425T07:00:00Z,1
20190425T07:15:00Z,1.2
20190425T07:30:00Z,1.3
20190425T07:45:00Z,1
20190425T08:00:00Z,0.9
20190425T08:15:00Z,0.7
20190425T08:30:00Z,0.9
20190425T08:45:00Z,1.1
20190425T09:00:00Z,0.6
20190425T09:15:00Z,0.8
20190425T09:30:00Z,0.8
20190425T09:45:00Z,0.7
20190425T10:00:00Z,0.8
20190425T10:15:00Z,0.8
20190425T10:30:00Z,0.5
20190425T10:45:00Z,0.6
20190425T11:00:00Z,0.3
20190425T11:15:00Z,0.6
20190425T11:30:00Z,0.6
20190425T11:45:00Z,0.7
20190425T12:00:00Z,0.9
20190425T12:15:00Z,0.6
20190425T12:30:00Z,1.1
20190425T12:45:00Z,0.8
20190425T13:00:00Z,1.2
20190425T13:15:00Z,0.9
20190425T13:30:00Z,0.8
20190425T13:45:00Z,0.9
20190425T14:00:00Z,0.9
20190425T14:15:00Z,1.1
20190425T14:30:00Z,1
20190425T14:45:00Z,1.3
20190425T15:00:00Z,1.2
20190425T15:15:00Z,1.5
20190425T15:30:00Z,1.7
20190425T15:45:00Z,1.4
20190425T16:00:00Z,1.6
20190425T16:15:00Z,1.3
20190425T16:30:00Z,1.4
20190425T16:45:00Z,1.9
20190425T17:00:00Z,1.6
20190425T17:15:00Z,1.6
20190425T17:30:00Z,1.4
20190425T17:45:00Z,1.7
20190425T18:00:00Z,1.2
20190425T18:15:00Z,1.1
20190425T18:30:00Z,1.3
20190425T18:45:00Z,1
20190425T19:00:00Z,1.7
20190425T19:15:00Z,1.4
20190425T19:30:00Z,1.5
20190425T19:45:00Z,1.4
20190425T20:00:00Z,0.9
20190425T20:15:00Z,0.6
20190425T20:30:00Z,1.2
20190425T20:45:00Z,1.4
20190425T21:00:00Z,1
20190425T21:15:00Z,1.4
20190425T21:30:00Z,1.1
20190425T21:45:00Z,1.8
20190425T22:00:00Z,1.3
20190425T22:15:00Z,1.4
20190425T22:30:00Z,1.2
20190425T22:45:00Z,0.6
20190425T23:00:00Z,1.2
20190425T23:15:00Z,0.8
20190425T23:30:00Z,1.4
20190425T23:45:00Z,1
20190426T00:00:00Z,0.7
20190426T00:15:00Z,0.6
20190426T00:30:00Z,0.9
20190426T00:45:00Z,0.6
20190426T01:00:00Z,0.2
20190426T01:15:00Z,0.5
20190426T01:30:00Z,0.5
20190426T01:45:00Z,0.1
20190426T02:00:00Z,1.1
20190426T02:15:00Z,0.3
20190426T02:30:00Z,1.1
20190426T02:45:00Z,0.9
20190426T03:00:00Z,0.4
20190426T03:15:00Z,0.9
20190426T03:30:00Z,0.7
20190426T03:45:00Z,1.2
20190426T04:00:00Z,1.3
20190426T04:15:00Z,1.3
20190426T04:30:00Z,1.5
20190426T04:45:00Z,1
20190426T05:00:00Z,1.5
20190426T05:15:00Z,2.2
20190426T05:30:00Z,1.2
20190426T05:45:00Z,1.5
20190426T06:00:00Z,0.7
20190426T06:15:00Z,0.7
20190426T06:30:00Z,0.3
20190426T06:45:00Z,0.8
20190426T07:00:00Z,1
20190426T07:15:00Z,0.8
20190426T07:30:00Z,1.1
20190426T07:45:00Z,1.1
20190426T08:00:00Z,1.2
20190426T08:15:00Z,1
20190426T08:30:00Z,0.8
20190426T08:45:00Z,0.5
20190426T09:00:00Z,1.1
20190426T09:15:00Z,1
20190426T09:30:00Z,1
20190426T09:45:00Z,0.7
20190426T10:00:00Z,0.7
20190426T10:15:00Z,0.9
20190426T10:30:00Z,1
20190426T10:45:00Z,0.9
20190426T11:00:00Z,0.6
20190426T11:15:00Z,1
20190426T11:30:00Z,0.5
20190426T11:45:00Z,0.4
20190426T12:00:00Z,0.4
20190426T12:15:00Z,0.6
20190426T12:30:00Z,0.6
20190426T12:45:00Z,0.7
20190426T13:00:00Z,1.3
20190426T13:15:00Z,0.5
20190426T13:30:00Z,1.1
20190426T13:45:00Z,0.9
20190426T14:00:00Z,0.8
20190426T14:15:00Z,1
20190426T14:30:00Z,1
20190426T14:45:00Z,1.4
20190426T15:00:00Z,1.4
20190426T15:15:00Z,1.3
20190426T15:30:00Z,1.2
20190426T15:45:00Z,1.6
20190426T16:00:00Z,1.5
20190426T16:15:00Z,1.6
20190426T16:30:00Z,1.4
20190426T16:45:00Z,1.4
20190426T17:00:00Z,1.3
20190426T17:15:00Z,1.4
20190426T17:30:00Z,1.2
20190426T17:45:00Z,1.7
20190426T18:00:00Z,1.4
20190426T18:15:00Z,1.4
20190426T18:30:00Z,1.5
20190426T18:45:00Z,1.1
20190426T19:00:00Z,1.2
20190426T19:15:00Z,0.5
20190426T19:30:00Z,1.1
20190426T19:45:00Z,0.8
20190426T20:00:00Z,1.2
20190426T20:15:00Z,0.7
20190426T20:30:00Z,1.1
20190426T20:45:00Z,1.4
20190426T21:00:00Z,1.1
20190426T21:15:00Z,1.1
20190426T21:30:00Z,1.5
20190426T21:45:00Z,1.2
20190426T22:00:00Z,0.6
20190426T22:15:00Z,1.1
20190426T22:30:00Z,0.9
20190426T22:45:00Z,1.1
20190426T23:00:00Z,1.2
20190426T23:15:00Z,1.4
20190426T23:30:00Z,0.9
20190426T23:45:00Z,1.1
20190427T00:00:00Z,1.1
20190427T00:15:00Z,1.3
20190427T00:30:00Z,1
20190427T00:45:00Z,1.4
20190427T01:00:00Z,1
20190427T01:15:00Z,1
20190427T01:30:00Z,1
20190427T01:45:00Z,0.8
20190427T02:00:00Z,0.9
20190427T02:15:00Z,0.9
20190427T02:30:00Z,0.7
20190427T02:45:00Z,0.9
20190427T03:00:00Z,0.8
20190427T03:15:00Z,1
20190427T03:30:00Z,0.9
20190427T03:45:00Z,1.2
20190427T04:00:00Z,1
20190427T04:15:00Z,1.3
20190427T04:30:00Z,1.4
20190427T04:45:00Z,1.5
20190427T05:00:00Z,1.7
20190427T05:15:00Z,1.6
20190427T05:30:00Z,1.4
20190427T05:45:00Z,1.4
20190427T06:00:00Z,1.8
20190427T06:15:00Z,1.2
20190427T06:30:00Z,1.1
20190427T06:45:00Z,1
20190427T07:00:00Z,1.4
20190427T07:15:00Z,1.5
20190427T07:30:00Z,1
20190427T07:45:00Z,1
20190427T08:00:00Z,0.9
20190427T08:15:00Z,0.8
20190427T08:30:00Z,1.6
20190427T08:45:00Z,1.2
20190427T09:00:00Z,1
20190427T09:15:00Z,0.9
20190427T09:30:00Z,1.1
20190427T09:45:00Z,1.2
20190427T10:00:00Z,0.9
20190427T10:15:00Z,1.2
20190427T10:30:00Z,1.1
20190427T10:45:00Z,0.9
20190427T11:00:00Z,0.9
20190427T11:15:00Z,0.6
20190427T11:30:00Z,1.1
20190427T11:45:00Z,1
20190427T12:00:00Z,1.2
20190427T12:15:00Z,1
20190427T12:30:00Z,1.2
20190427T12:45:00Z,0.6
20190427T13:00:00Z,1.5
20190427T13:15:00Z,1.1
20190427T13:30:00Z,1
20190427T13:45:00Z,1.3
20190427T14:00:00Z,1.3
20190427T14:15:00Z,1.1
20190427T14:30:00Z,1.4
20190427T14:45:00Z,1.1
20190427T15:00:00Z,1.2
20190427T15:15:00Z,1.6
20190427T15:30:00Z,1.2
20190427T15:45:00Z,1.3
20190427T16:00:00Z,1.3
20190427T16:15:00Z,1.7
20190427T16:30:00Z,1.5
20190427T16:45:00Z,1.7
20190427T17:00:00Z,1.7
20190427T17:15:00Z,1.3
20190427T17:30:00Z,1.1
20190427T17:45:00Z,1
20190427T18:00:00Z,1.2
20190427T18:15:00Z,1.4
20190427T18:30:00Z,1.2
20190427T18:45:00Z,1.1
20190427T19:00:00Z,0.8
20190427T19:15:00Z,1.5
20190427T19:30:00Z,1.5
20190427T19:45:00Z,1.7
20190427T20:00:00Z,1.4
20190427T20:15:00Z,0.8
20190427T20:30:00Z,1.2
20190427T20:45:00Z,1.1
20190427T21:00:00Z,1.1
20190427T21:15:00Z,1.4
20190427T21:30:00Z,1.2
20190427T21:45:00Z,1.3
20190427T22:00:00Z,1.5
20190427T22:15:00Z,1.2
20190427T22:30:00Z,1.2
20190427T22:45:00Z,1.5
20190427T23:00:00Z,1.4
20190427T23:15:00Z,1.5
20190427T23:30:00Z,1.7
20190427T23:45:00Z,1.7
20190428T00:00:00Z,1.6
20190428T00:15:00Z,2.5
20190428T00:30:00Z,2
20190428T00:45:00Z,2.4
20190428T01:00:00Z,1.8
20190428T01:15:00Z,2.8
20190428T01:30:00Z,2.6
20190428T01:45:00Z,2.7
20190428T02:00:00Z,2.8
20190428T02:15:00Z,3.8
20190428T02:30:00Z,2.5
20190428T02:45:00Z,2.3
20190428T03:00:00Z,1.6
20190428T03:15:00Z,2.1
20190428T03:30:00Z,2
20190428T03:45:00Z,2.9
20190428T04:00:00Z,1.5
20190428T04:15:00Z,2
20190428T04:30:00Z,2.3
20190428T04:45:00Z,2.9
20190428T05:00:00Z,2.5
20190428T05:15:00Z,2.9
20190428T05:30:00Z,3.8
20190428T05:45:00Z,2.6
20190428T06:00:00Z,2.7
20190428T06:15:00Z,2.6
20190428T06:30:00Z,2.5
20190428T06:45:00Z,2.3
20190428T07:00:00Z,2.1
20190428T07:15:00Z,1.9
20190428T07:30:00Z,2.1
20190428T07:45:00Z,2.3
20190428T08:00:00Z,1.9
20190428T08:15:00Z,1.5
20190428T08:30:00Z,1.9
20190428T08:45:00Z,1.5
20190428T09:00:00Z,1
20190428T09:15:00Z,1.8
20190428T09:30:00Z,1.8
20190428T09:45:00Z,1.5
20190428T10:00:00Z,1.6
20190428T10:15:00Z,2.1
20190428T10:30:00Z,1.5
20190428T10:45:00Z,1.6
20190428T11:00:00Z,1.4
20190428T11:15:00Z,1.8
20190428T11:30:00Z,1.7
20190428T11:45:00Z,1.8
20190428T12:00:00Z,2
20190428T12:15:00Z,2.2
20190428T12:30:00Z,2.5
20190428T12:45:00Z,2
20190428T13:00:00Z,2.4
20190428T13:15:00Z,1.9
20190428T13:30:00Z,1.8
20190428T13:45:00Z,1.6
20190428T14:00:00Z,2.3
20190428T14:15:00Z,1.6
20190428T14:30:00Z,1.5
20190428T14:45:00Z,1.7
20190428T15:00:00Z,1.7
20190428T15:15:00Z,1.6
20190428T15:30:00Z,1.9
20190428T15:45:00Z,1.8
20190428T16:00:00Z,2.1
20190428T16:15:00Z,2.1
20190428T16:30:00Z,1.7
20190428T16:45:00Z,2
20190428T17:00:00Z,2
20190428T17:15:00Z,1.5
20190428T17:30:00Z,1.7
20190428T17:45:00Z,1.6
20190428T18:00:00Z,1.7
20190428T18:15:00Z,1.4
20190428T18:30:00Z,1.5
20190428T18:45:00Z,2
20190428T19:00:00Z,1.4
20190428T19:15:00Z,2.2
20190428T19:30:00Z,2
20190428T19:45:00Z,2
20190428T20:00:00Z,1.8
20190428T20:15:00Z,1.7
20190428T20:30:00Z,1.4
20190428T20:45:00Z,1.3
20190428T21:00:00Z,1.7
20190428T21:15:00Z,1.1
20190428T21:30:00Z,1.1
20190428T21:45:00Z,1.4
20190428T22:00:00Z,1.2
20190428T22:15:00Z,1.4
20190428T22:30:00Z,1.4
20190428T22:45:00Z,1.7
20190428T23:00:00Z,1.4
20190428T23:15:00Z,1.8
20190428T23:30:00Z,1.5
20190428T23:45:00Z,1.5
20190429T00:00:00Z,1.4
20190429T00:15:00Z,1.6
20190429T00:30:00Z,1.9
20190429T00:45:00Z,3.4
20190429T01:00:00Z,2.6
20190429T01:15:00Z,2.9
20190429T01:30:00Z,3
20190429T01:45:00Z,2.8
20190429T02:00:00Z,3.2
20190429T02:15:00Z,2.3
20190429T02:30:00Z,3.6
20190429T02:45:00Z,4
20190429T03:00:00Z,2.5
20190429T03:15:00Z,2.6
20190429T03:30:00Z,3.4
20190429T03:45:00Z,3.7
20190429T04:00:00Z,2.9
20190429T04:15:00Z,2.9
20190429T04:30:00Z,1.4
20190429T04:45:00Z,1.6
20190429T05:00:00Z,1.5
20190429T05:15:00Z,1.8
20190429T05:30:00Z,2.5
20190429T05:45:00Z,1.5
20190429T06:00:00Z,2.7
20190429T06:15:00Z,3.5
20190429T06:30:00Z,3.4
20190429T06:45:00Z,2.9
20190429T07:00:00Z,4
20190429T07:15:00Z,3.9
20190429T07:30:00Z,2.8
20190429T07:45:00Z,2.2
20190429T08:00:00Z,2.5
20190429T08:15:00Z,2.7
20190429T08:30:00Z,1.8
20190429T08:45:00Z,2.4
20190429T09:00:00Z,1.7
20190429T09:15:00Z,2.1
20190429T09:30:00Z,1.4
20190429T09:45:00Z,1.7
20190429T10:00:00Z,2.4
20190429T10:15:00Z,1.8
20190429T10:30:00Z,1.4
20190429T10:45:00Z,1.1
20190429T11:00:00Z,1.7
20190429T11:15:00Z,2.1
20190429T11:30:00Z,2.5
20190429T11:45:00Z,1.9
20190429T12:00:00Z,2.5
20190429T12:15:00Z,2.1
20190429T12:30:00Z,2.4
20190429T12:45:00Z,2.2
20190429T13:00:00Z,1.9
20190429T13:15:00Z,2.5
20190429T13:30:00Z,2.4
20190429T13:45:00Z,2.5
20190429T14:00:00Z,1.9
20190429T14:15:00Z,2.3
20190429T14:30:00Z,2
20190429T14:45:00Z,2
20190429T15:00:00Z,1.8
20190429T15:15:00Z,1.4
20190429T15:30:00Z,2.3
20190429T15:45:00Z,1.4
20190429T16:00:00Z,1.3
20190429T16:15:00Z,1.1
20190429T16:30:00Z,1.4
20190429T16:45:00Z,2.3
20190429T17:00:00Z,2.5
20190429T17:15:00Z,2.7
20190429T17:30:00Z,2.2
20190429T17:45:00Z,2.1
20190429T18:00:00Z,2.3
20190429T18:15:00Z,2.6
20190429T18:30:00Z,1.4
20190429T18:45:00Z,2.1
20190429T19:00:00Z,2.1
20190429T19:15:00Z,1.9
20190429T19:30:00Z,1.9
20190429T19:45:00Z,1.7
20190429T20:00:00Z,2
20190429T20:15:00Z,1.7
20190429T20:30:00Z,1.9
20190429T20:45:00Z,2.1
20190429T21:00:00Z,1.5
20190429T21:15:00Z,1.6
20190429T21:30:00Z,1.7
20190429T21:45:00Z,1.7
20190429T22:00:00Z,1.7
20190429T22:15:00Z,1.1
20190429T22:30:00Z,1
20190429T22:45:00Z,1.1
20190429T23:00:00Z,0.8
20190429T23:15:00Z,2.2
20190429T23:30:00Z,2.5
20190429T23:45:00Z,1.9
20190430T00:00:00Z,1.7
20190430T00:15:00Z,1.6
20190430T00:30:00Z,2.2
20190430T00:45:00Z,2
20190430T01:00:00Z,2.3
20190430T01:15:00Z,1.8
20190430T01:30:00Z,2.8
20190430T01:45:00Z,2
20190430T02:00:00Z,2.9
20190430T02:15:00Z,3
20190430T02:30:00Z,3
20190430T02:45:00Z,2.8
20190430T03:00:00Z,3
20190430T03:15:00Z,3.2
20190430T03:30:00Z,1.4
20190430T03:45:00Z,4.5
20190430T04:00:00Z,4.7
20190430T04:15:00Z,5.1
20190430T04:30:00Z,3.2
20190430T04:45:00Z,3.1
20190430T05:00:00Z,1.4
20190430T05:15:00Z,1.3
20190430T05:30:00Z,2
20190430T05:45:00Z,2.1
20190430T06:00:00Z,3.9
20190430T06:15:00Z,5.2
20190430T06:30:00Z,4.8
20190430T06:45:00Z,2.7
20190430T07:00:00Z,3.7
20190430T07:15:00Z,3.8
20190430T07:30:00Z,3.7
20190430T07:45:00Z,3.2
20190430T08:00:00Z,3.1
20190430T08:15:00Z,3.5
20190430T08:30:00Z,3.7
20190430T08:45:00Z,2.6
20190430T09:00:00Z,3.8
20190430T09:15:00Z,3
20190430T09:30:00Z,2.5
20190430T09:45:00Z,2.9
20190430T10:00:00Z,2.6
20190430T10:15:00Z,2.3
20190430T10:30:00Z,2.3
20190430T10:45:00Z,1.6
20190430T11:00:00Z,1.9
20190430T11:15:00Z,1.4
20190430T11:30:00Z,1.3
20190430T11:45:00Z,1.6
20190430T12:00:00Z,1.6
20190430T12:15:00Z,2.1
20190430T12:30:00Z,2
20190430T12:45:00Z,2.5
20190430T13:00:00Z,2
20190430T13:15:00Z,2.5
20190430T13:30:00Z,2.3
20190430T13:45:00Z,2.8
20190430T14:00:00Z,1.7
20190430T14:15:00Z,2.5
20190430T14:30:00Z,2.3
20190430T14:45:00Z,2.8
20190430T15:00:00Z,1.7
20190430T15:15:00Z,1.8
20190430T15:30:00Z,2.7
20190430T15:45:00Z,2.9
20190430T16:00:00Z,2.1
20190430T16:15:00Z,1.2
20190430T16:30:00Z,1.3
20190430T16:45:00Z,1.6
20190430T17:00:00Z,1.6
20190430T17:15:00Z,0.6
20190430T17:30:00Z,1.1
20190430T17:45:00Z,1.4
20190430T18:00:00Z,2.1
20190430T18:15:00Z,3.1
20190430T18:30:00Z,1.6
20190430T18:45:00Z,2.5
20190430T19:00:00Z,2.2
20190430T19:15:00Z,1.9
20190430T19:30:00Z,2
20190430T19:45:00Z,1.9
20190430T20:00:00Z,1.8
20190430T20:15:00Z,1.8
20190430T20:30:00Z,1.9
20190430T20:45:00Z,2.2
20190430T21:00:00Z,1.7
20190430T21:15:00Z,1.8
20190430T21:30:00Z,2.3
20190430T21:45:00Z,2.2
20190430T22:00:00Z,2
20190430T22:15:00Z,1.6
20190430T22:30:00Z,1.4
20190430T22:45:00Z,1.8
20190430T23:00:00Z,1.9
20190430T23:15:00Z,1.2
20190430T23:30:00Z,1
20190430T23:45:00Z,1.3
20190501T00:00:00Z,2.4
20190501T00:15:00Z,1.9
20190501T00:30:00Z,2.2
20190501T00:45:00Z,2
20190501T01:00:00Z,2.2
20190501T01:15:00Z,2.1
20190501T01:30:00Z,2.4
20190501T01:45:00Z,2.2
20190501T02:00:00Z,2.9
20190501T02:15:00Z,2.1
20190501T02:30:00Z,2.5
20190501T02:45:00Z,2.5
20190501T07:15:00Z,3.1
20190501T07:30:00Z,2
20190501T07:45:00Z,1.8
20190501T08:00:00Z,2.4
20190501T08:15:00Z,2.9
20190501T08:30:00Z,2.2
20190501T08:45:00Z,2.7
20190501T09:00:00Z,3.1
20190501T09:15:00Z,2.8
20190501T09:30:00Z,2.3
20190501T09:45:00Z,2.6
20190501T10:00:00Z,2.8
20190501T10:15:00Z,2.7
20190501T10:30:00Z,2.5
20190501T10:45:00Z,2.2
20190501T11:00:00Z,2
20190501T11:15:00Z,2
20190501T11:30:00Z,1.5
20190501T11:45:00Z,1.4
20190501T12:00:00Z,1.1
20190501T12:15:00Z,1.2
20190501T12:30:00Z,1.9
20190501T12:45:00Z,1.5
20190501T13:00:00Z,1.5
20190501T13:15:00Z,1.9
20190501T13:30:00Z,2.3
20190501T13:45:00Z,2.3
20190501T14:00:00Z,1.9
20190501T14:15:00Z,1.5
20190501T14:30:00Z,2.3
20190501T14:45:00Z,2.3
20190501T15:00:00Z,1.3
20190501T15:15:00Z,2.2
20190501T15:30:00Z,2.5
20190501T15:45:00Z,1.8
20190501T16:00:00Z,2.4
20190501T16:15:00Z,1.1
20190501T16:30:00Z,1.7
20190501T16:45:00Z,2.7
20190501T17:00:00Z,4.9
20190501T17:15:00Z,1.5
20190501T17:30:00Z,1.7
20190501T17:45:00Z,1.4
20190501T18:00:00Z,0.8
20190501T18:15:00Z,0.9
20190501T18:30:00Z,0.9
20190501T18:45:00Z,1.5
20190501T19:00:00Z,2.8
20190501T19:15:00Z,1.7
20190501T19:30:00Z,1.8
20190501T19:45:00Z,1.5
20190501T20:00:00Z,1.4
20190501T20:15:00Z,1.8
20190501T20:30:00Z,2.1
20190501T20:45:00Z,1.8
20190501T21:00:00Z,1.9
20190501T21:15:00Z,1.9
20190501T21:30:00Z,2.4
20190501T21:45:00Z,2.2
20190501T22:00:00Z,2
20190501T22:15:00Z,1.9
20190501T22:30:00Z,1.7
20190501T22:45:00Z,1.9
20190501T23:00:00Z,1.9
20190501T23:15:00Z,1.7
20190501T23:30:00Z,1.8
20190501T23:45:00Z,1.4
20190502T00:00:00Z,0.9
20190502T00:15:00Z,1.7
20190502T00:30:00Z,2.6
20190502T00:45:00Z,2.3
20190502T01:00:00Z,2.3
20190502T01:15:00Z,1.5
20190502T01:30:00Z,2.1
20190502T01:45:00Z,1.5
20190502T02:00:00Z,1.7
20190502T02:15:00Z,2.6
20190502T02:30:00Z,1.8
20190502T02:45:00Z,5.1
20190502T03:00:00Z,3.2
20190502T03:15:00Z,3.1
20190502T03:30:00Z,3.8
20190502T03:45:00Z,4.2
20190502T04:00:00Z,2.1
20190502T04:15:00Z,4.9
20190502T04:30:00Z,6.5
20190502T04:45:00Z,7
20190502T05:00:00Z,7.1
20190502T05:15:00Z,10.6
20190502T05:30:00Z,6.9
20190502T05:45:00Z,3.5
20190502T06:00:00Z,3.6
20190502T06:15:00Z,5.7
20190502T06:30:00Z,6
20190502T06:45:00Z,6.7
20190502T07:00:00Z,6.3
20190502T07:15:00Z,15.9
20190502T07:30:00Z,7.6
20190502T07:45:00Z,9.4
20190502T08:00:00Z,10.6
20190502T08:15:00Z,5.4
20190502T08:30:00Z,6.2
20190502T08:45:00Z,6.6
20190502T09:00:00Z,4.6
20190502T09:15:00Z,4.5
20190502T09:30:00Z,4.5
20190502T09:45:00Z,3.2
20190502T10:00:00Z,3.6
20190502T10:15:00Z,3.4
20190502T10:30:00Z,3
20190502T10:45:00Z,3.3
20190502T11:00:00Z,2.8
20190502T11:15:00Z,3.3
20190502T11:30:00Z,3.2
20190502T11:45:00Z,2.3
20190502T12:00:00Z,1.9
20190502T12:15:00Z,1.9
20190502T12:30:00Z,1.4
20190502T12:45:00Z,0.9
20190502T13:00:00Z,1.6
20190502T13:15:00Z,2.6
20190502T13:30:00Z,3.8
20190502T13:45:00Z,2.2
20190502T14:00:00Z,2.2
20190502T14:15:00Z,1.5
20190502T14:30:00Z,1.7
20190502T14:45:00Z,1.4
20190502T15:00:00Z,1.8
20190502T15:15:00Z,2
20190502T15:30:00Z,1.8
20190502T15:45:00Z,7.3
20190502T16:00:00Z,2.7
20190502T16:15:00Z,3.1
20190502T16:30:00Z,3.2
20190502T16:45:00Z,2.5
20190502T17:00:00Z,2.7
20190502T17:15:00Z,2.5
20190502T17:30:00Z,2
20190502T17:45:00Z,1.9
20190502T18:00:00Z,1.4
20190502T18:15:00Z,1.7
20190502T18:30:00Z,1.1
20190502T18:45:00Z,1.3
20190502T19:00:00Z,0.8
20190502T19:15:00Z,1.4
20190502T19:30:00Z,1.7
20190502T19:45:00Z,1.6
20190502T20:00:00Z,1.3
20190502T20:15:00Z,2.2
20190502T20:30:00Z,2.6
20190502T20:45:00Z,3.5
20190502T21:00:00Z,3.6
20190502T21:15:00Z,2.8
20190502T21:30:00Z,2.7
20190502T21:45:00Z,2.6
20190502T22:00:00Z,3
20190502T22:15:00Z,2.6
20190502T22:30:00Z,3
20190502T22:45:00Z,3
20190502T23:00:00Z,2.8
20190502T23:15:00Z,2.6
20190502T23:30:00Z,2.3
20190502T23:45:00Z,1.8
20190503T00:00:00Z,1.7
20190503T00:15:00Z,1.7
20190503T00:30:00Z,1.1
20190503T00:45:00Z,0.9
20190503T01:00:00Z,2.2
20190503T01:15:00Z,2.7
20190503T01:30:00Z,2.5
20190503T01:45:00Z,2.8
20190503T02:00:00Z,2.4
20190503T02:15:00Z,2.2
20190503T02:30:00Z,1.6
20190503T02:45:00Z,1.9
20190503T03:00:00Z,2.4
20190503T03:15:00Z,4.5
20190503T03:30:00Z,4.1
20190503T03:45:00Z,3.6
20190503T04:00:00Z,3.8
20190503T04:15:00Z,3.5
20190503T04:30:00Z,3.5
20190503T04:45:00Z,5.9
20190503T05:00:00Z,4.5
20190503T05:15:00Z,5.5
20190503T05:30:00Z,5.6
20190503T05:45:00Z,3.8
20190503T06:00:00Z,6
20190503T06:15:00Z,3
20190503T06:30:00Z,0.8
20190503T06:45:00Z,2.7
20190503T07:00:00Z,2.6
20190503T07:15:00Z,4.2
20190503T07:30:00Z,4.2
20190503T07:45:00Z,4.4
20190503T08:00:00Z,3.8
20190503T08:15:00Z,3.3
20190503T08:30:00Z,8.5
20190503T08:45:00Z,4.4
20190503T09:00:00Z,4.9
20190503T09:15:00Z,3.8
20190503T09:30:00Z,5.3
20190503T09:45:00Z,4.5
20190503T10:00:00Z,4
20190503T10:15:00Z,4
20190503T10:30:00Z,3.2
20190503T10:45:00Z,3.5
20190503T11:00:00Z,3.4
20190503T11:15:00Z,3.7
20190503T11:30:00Z,3.2
20190503T11:45:00Z,3
20190503T12:00:00Z,2.7
20190503T12:15:00Z,2.4
20190503T12:30:00Z,2.2
