date,pH,salinity,temp
4/8/17,7.838582142,27.570133,8.875706667
4/8/17,7.838208723,27.570133,8.876853333
4/8/17,7.837353837,27.570133,8.873903333
4/8/17,7.834735007,27.570133,8.865576667
4/8/17,7.835296385,27.570133,8.859896667
4/8/17,7.834727758,27.570133,8.850953333
4/8/17,7.833032813,27.570133,8.83532
4/8/17,7.833484177,27.570133,8.820813333
4/8/17,7.831511717,27.570133,8.805006667
4/8/17,7.832407113,27.570133,8.78852
4/8/17,7.830882664,27.570133,8.771386667
4/8/17,7.829013653,27.570133,8.76448
4/8/17,7.824528609,27.570133,8.74309
4/8/17,7.819855873,27.570133,8.720736667
4/8/17,7.817997258,27.570133,8.694243333
4/8/17,7.816074513,27.570133,8.666106667
4/8/17,7.81942807,27.570133,8.647483333
4/8/17,7.818593617,27.570133,8.621446667
4/8/17,7.831991033,27.570133,8.61427
4/8/17,7.840626703,27.570133,8.664266667
4/8/17,7.844742314,27.570133,8.67814
4/8/17,7.843968507,27.570133,8.70143
4/8/17,7.8434465,27.570133,8.719183333
4/8/17,7.866501218,27.570133,8.746273333
4/8/17,7.863262837,27.570133,8.7736
4/8/17,7.86945407,27.570133,8.802516667
4/8/17,7.870800452,27.570133,8.82996
4/8/17,7.876775516,27.570133,8.86345
4/8/17,7.884060936,27.570133,8.90069
4/8/17,7.884035559,27.570133,8.919696667
4/8/17,7.885037152,27.570133,8.942983333
4/8/17,7.884996776,27.570133,8.95856
4/8/17,7.885714713,27.570133,8.966673333
4/8/17,7.885452022,27.570133,8.96649
4/8/17,7.884885069,27.570133,8.960556667
4/8/17,7.884396917,27.570133,8.954883333
4/8/17,7.882917948,27.570133,8.959966667
4/8/17,7.882316595,27.570133,8.97679
4/8/17,7.883899355,27.570133,8.99339
4/8/17,7.88413127,27.570133,8.99359
4/8/17,7.885827746,27.570133,9.01542
4/8/17,7.888874378,27.570133,9.02533
4/8/17,7.885524179,27.570133,9.025983333
4/8/17,7.89003125,27.570133,9.038413333
4/8/17,7.888836832,27.570133,9.047833333
4/8/17,7.894718193,27.570133,9.065503333
4/8/17,7.896507549,27.570133,9.071493333
4/8/17,7.899041995,27.570133,9.101733333
4/8/17,7.901834457,27.570133,9.11989
